title,key
Change TestFTPFileSystem to use non-SNAPSHOT dependencies,HADOOP-8560
PMML Support in Hadoop Cluster,HADOOP-8559
Hadoop RPC does not allow protocol extension with common interfaces.,HADOOP-8558
Core Test failed in jekins for patch pre-commit ,HADOOP-8557
Can we replace 'which' with 'type' in compile-proto.sh and compile-test-proto.sh?,HADOOP-8556
Incorrect Kerberos configuration,HADOOP-8555
KerberosAuthenticator should use the configured principal,HADOOP-8554
Conflict: Same security.log.file for multiple users. ,HADOOP-8552
fs -mkdir creates parent directories without the -p option,HADOOP-8551
hadoop fs -touchz automatically created parent directories,HADOOP-8550
Allow other implementation's of java.util.Map in MapWritable,HADOOP-8549
test-patch.sh shows an incorrect link in Jekins builds,HADOOP-8548
Package hadoop-pipes examples/bin directory (again),HADOOP-8547
missing hdfs user guide and command pages from hadoop project page  ,HADOOP-8546
Filesystem Implementation for OpenStack Swift,HADOOP-8545
Move an assertion location in 'winutils chmod',HADOOP-8544
Invalid pom.xml files on 0.23 branch,HADOOP-8543
TestViewFsTrash failed several times on Precommit test,HADOOP-8542
Better high-percentile latency metrics,HADOOP-8541
Compression with non-default codec's fail on Windows,HADOOP-8540
CMake builds fail on ARM,HADOOP-8538
Two TFile tests failing recently,HADOOP-8537
Problem with -Dproperty=value option on windows hadoop,HADOOP-8536
Cut hadoop build times in half (upgrade maven-compiler-plugin to 2.5.1),HADOOP-8535
Some tests leave a config file open causing failure on windows,HADOOP-8534
Remove Parallel Call in IPC,HADOOP-8533
[Configuration] Increase or make variable substitution depth configurable,HADOOP-8532
SequenceFile Writer can throw out a better error if a serializer or deserializer isn't available,HADOOP-8531
Potential deadlock in IPC,HADOOP-8530
Error while formatting the namenode in hadoop single node setup in windows,HADOOP-8529
Add pure java snappy as an option,HADOOP-8528
Dont use JDK6 tools as dependency,HADOOP-8527
Fix 13 Javadoc Warning in hadoop-hdfs-raid project,HADOOP-8526
Provide Improved Traceability for Configuration,HADOOP-8525
Allow users to get source of a Configuration parameter,HADOOP-8524
test-patch.sh doesn't validate patches before building,HADOOP-8523
ResetableGzipOutputStream creates invalid gzip files when finish() and resetState() are used,HADOOP-8522
Port StreamInputFormat to new Map Reduce API,HADOOP-8521
SPNEGO client side should use KerberosName rules,HADOOP-8518
--config option does not work with Hadoop installation on Windows,HADOOP-8517
fsck command does not work when executed on Windows Hadoop installation,HADOOP-8516
Upgrade Jetty to the current Jetty 7 release,HADOOP-8515
Failed tests:   testLocalHostNameForNullOrWild,HADOOP-8514
"-libjars parm does not work with ""hadoop jar"" command",HADOOP-8513
AuthenticatedURL should reset the Token when the server returns other than OK on authentication,HADOOP-8512
Broken links on hadoop website,HADOOP-8511
Implement auto-refresh for dsfhealth.jsp and jobtracker.jsp,HADOOP-8510
JarFinder duplicate entry: META-INF/MANIFEST.MF exception,HADOOP-8509
"There should be a search option in the Hadoop Documentation, which helps you to search the content in the document. ",HADOOP-8508
Avoid OOM while deserializing DelegationTokenIdentifer,HADOOP-8507
hadoop scripts to support user native lib dirs,HADOOP-8505
logic difference between old mapred.FileInputFormat and mapreduce.lib.input.FileInputFormat,HADOOP-8503
Quota accounting should be calculated based on actual size rather than block size,HADOOP-8502
Gridmix fails to compile on OpenJDK7u4,HADOOP-8501
Fix javadoc jars to not contain entire target directory,HADOOP-8500
Lower min.user.id to 500 for the tests,HADOOP-8499
Hadoop-1.0.3 didnt publish sources.jar to maven,HADOOP-8498
Shell needs a way to list amount of physical consumed space in a directory,HADOOP-8497
FsShell is broken with s3 filesystems,HADOOP-8496
Update Netty to avoid leaking file descriptors during shuffle,HADOOP-8495
bin/hadoop dfs -help tries to connect to NameNode instead of just printing help,HADOOP-8494
Extend Path with Path#toFile() and Path(File) to better support path cross-platform differences,HADOOP-8493
Add Configuration to FileSystem cache key,HADOOP-8490
fix 32-bit native build on 64-bit x86,HADOOP-8489
test-patch.sh gives +1 even if the native build fails.,HADOOP-8488
Many HDFS tests use a test path intended for local file system tests,HADOOP-8487
Resource leak - Close the open resource handles (File handles) before throwing the exception from the SequenceFile constructor,HADOOP-8486
"Don't hardcode ""Apache Hadoop 0.23"" in the docs",HADOOP-8485
Prevent Configuration getter methods that are passed a default value from throwing RuntimeException,HADOOP-8484
test-patch +1 even there are build failures,HADOOP-8483
give a better error message if native build dependencies are missng ,HADOOP-8482
update BUILDING.txt to talk about cmake rather than autotools,HADOOP-8481
The native build should honor -DskipTests,HADOOP-8480
update HDFS quotas guide: currently says setting quota fails if the directory would be in violation of the new quota,HADOOP-8479
hadoop-auth AuthenticatedURL does not work within an UGI doAs() call,HADOOP-8478
Pull in Yahoo! Hadoop Tutorial and update it accordingly.,HADOOP-8477
Remove duplicate VM arguments for hadoop deamon,HADOOP-8476
Implementation of 4-layer subclass of NetworkTopology (NetworkTopologyWithNodeGroup),HADOOP-8470
Make NetworkTopology class pluggable,HADOOP-8469
Umbrella of enhancements to support different failure and locality topologies,HADOOP-8468
hadoop-client module should have testcases that ensure no client dependencies are missing,HADOOP-8467
hadoop-client POM incorrectly excludes avro,HADOOP-8466
hadoop-auth should support ephemeral authentication,HADOOP-8465
hadoop-env.sh is included twice: once via hadoop-config.sh the again explicitly via scripts,HADOOP-8464
hadoop.security.auth_to_local needs a key definition and doc ,HADOOP-8463
Native-code implementation of bzip2 codec,HADOOP-8462
Programatically prevent symlink attacks on hadoop pid files,HADOOP-8461
Document proper setting of HADOOP_PID_DIR and HADOOP_SECURE_DN_PID_DIR,HADOOP-8460
make SecurityUtil.setTokenServiceUseIp method public,HADOOP-8459
Add management hook to AuthenticationHandler to enable delegation token operations support,HADOOP-8458
Address file ownership issue for users in Administrators group on Windows.,HADOOP-8457
Support spaces in user names and group names in results returned via winutils,HADOOP-8456
Address user name format on domain joined Windows machines,HADOOP-8455
Fix the ‘chmod =[perm]’ bug in winutils,HADOOP-8454
Add unit tests for winutils,HADOOP-8453
DN logs backtrace when running under jsvc and /jmx is loaded,HADOOP-8452
slightly inconsistent file names for native code,HADOOP-8451
Remove src/test/system,HADOOP-8450
hadoop fs -text fails with compressed sequence files with the codec file extension,HADOOP-8449
Java options being duplicated several times,HADOOP-8448
make hadoop-core jar OSGi friendly,HADOOP-8446
Token should not print the password in toString,HADOOP-8445
Fix the tests FSMainOperationsBaseTest.java and F ileContextMainOperationsBaseTest.java to avoid potential test failure,HADOOP-8444
MiniDFSCluster Hangs,HADOOP-8443
NPE in reading Client.java while reading response when dest process went down.,HADOOP-8442
Build bot timeout is too small,HADOOP-8441
HarFileSystem.decodeHarURI fails for URIs whose host contains numbers,HADOOP-8440
Update hadoop-setup-conf.sh to support yarn configurations,HADOOP-8439
hadoop-validate-setup.sh refers to examples jar file which doesn't exist,HADOOP-8438
getLocalPathForWrite should throw IOException for invalid paths,HADOOP-8437
"NPE In getLocalPathForWrite ( path, conf ) when the required context item is not configured",HADOOP-8436
Propdel all svn:mergeinfo,HADOOP-8435
TestConfiguration currently has no tests for direct setter methods,HADOOP-8434
Don't set HADOOP_LOG_DIR in hadoop-env.sh,HADOOP-8433
SH script syntax errors,HADOOP-8432
Running distcp wo args throws IllegalArgumentException,HADOOP-8431
Backport new FileSystem methods introduced by HADOOP-8014 to branch-1 ,HADOOP-8430
Update index.html for docs site to reflect appropriate version in branch-2,HADOOP-8429
service commands don't actually shutdown the hadoop processes,HADOOP-8428
"Convert Forrest docs to APT, incremental",HADOOP-8427
API to get info for deprecated key,HADOOP-8426
Upgrade commons-math version to 2.2,HADOOP-8425
Web UI broken on Windows because classpath not setup correctly,HADOOP-8424
MapFile.Reader.get() crashes jvm or throws EOFException on Snappy or LZO block-compressed data,HADOOP-8423
Deprecate FileSystem#getDefault* and getServerDefault methods that don't take a Path argument ,HADOOP-8422
Verify and fix build of c++ targets in Hadoop on Windows,HADOOP-8421
Hadoop Common creating package-info.java must not depend on sh,HADOOP-8420
GzipCodec NPE upon reset with IBM JDK,HADOOP-8419
Fix UGI for IBM JDK running on Windows,HADOOP-8418
HADOOP-6963 didn't update hadoop-core-pom-template.xml,HADOOP-8417
test-patch fails to apply the patch,HADOOP-8416
getDouble() and setDouble() in org.apache.hadoop.conf.Configuration,HADOOP-8415
Address problems related to localhost resolving to 127.0.0.1 on Windows,HADOOP-8414
test-patch.sh gives out the wrong links for newPatchFindbugsWarnings,HADOOP-8413
"TestModTime, TestDelegationToken and TestAuthenticationToken fail intermittently on Windows",HADOOP-8412
"TestStorageDirecotyFailure, TestTaskLogsTruncater, TestWebHdfsUrl and TestSecurityUtil fail on Windows",HADOOP-8411
SPNEGO filter should have better error messages when not fully configured,HADOOP-8410
Fix TestCommandLineJobSubmission and TestGenericOptionsParser to work for windows,HADOOP-8409
MR doesn't work with a non-default ViewFS mount table and security enabled,HADOOP-8408
packaging templates duplicates the conf directories,HADOOP-8407
CompressionCodecFactory.CODEC_PROVIDERS iteration is thread-unsafe,HADOOP-8406
ZKFC tests leak ZK instances,HADOOP-8405
etc/hadoop in binary tarball missing hadoop-env.sh,HADOOP-8404
bump up POMs version to 2.0.1-SNAPSHOT,HADOOP-8403
Add support for generating pdf clover report in 1.1 release,HADOOP-8402
"All commands warn ""Kerberos krb5 configuration not found"" when security is not enabled",HADOOP-8400
Remove JDK5 dependency from Hadoop 1.0+ line,HADOOP-8399
Cleanup BlockLocation,HADOOP-8398
NPE thrown when IPC layer gets an EOF reading a response,HADOOP-8397
"DataStreamer, OutOfMemoryError, unable to create new native thread",HADOOP-8396
Text shell command unnecessarily demands that a SequenceFile's key class be WritableComparable,HADOOP-8395
Add flag in RPC requests indicating when a call is a retry,HADOOP-8394
"hadoop-config.sh missing variable exports, causes Yarn jobs to fail with ClassNotFoundException MRAppMaster",HADOOP-8393
Add YARN audit logging to log4j.properties,HADOOP-8392
Hadoop-auth should use log4j,HADOOP-8391
TestFileSystemCanonicalization fails with JDK7,HADOOP-8390
MetricsDynamicMBeanBase throws IllegalArgumentException for empty attribute list,HADOOP-8389
Remove unused BlockLocation serialization,HADOOP-8388
Documentation - build hadoop for IBM PowerLinux (ppc64) enablement,HADOOP-8387
hadoop script doesn't work if 'cd' prints to stdout (default behavior in Ubuntu),HADOOP-8386
TestKerberosAuthenticator fails,HADOOP-8383
Substitute _HOST with hostname  for HTTP principals ,HADOOP-8381
test-patch should stop immediately once it has found compilation errors,HADOOP-8375
Improve support for hard link manipulation on Windows,HADOOP-8374
Port RPC.getServerAddress to 0.23,HADOOP-8373
normalizeHostName() in NetUtils is not working properly in resolving a hostname start with numeric character,HADOOP-8372
Hadoop 1.0.1 release - DFS rollback issues,HADOOP-8371
Native build failure: javah: class file for org.apache.hadoop.classification.InterfaceAudience not found,HADOOP-8370
Failing tests in branch-2,HADOOP-8369
Use CMake rather than autotools to build native code,HADOOP-8368
Improve documentation of declaringClassProtocolName in rpc headers ,HADOOP-8367
Use ProtoBuf for RpcResponseHeader,HADOOP-8366
Add flag to disable durable sync,HADOOP-8365
Rationalize the way architecture-specific sub-components are built with ant in branch-1,HADOOP-8364
publish Hadoop-* sources and javadoc to maven repositories.,HADOOP-8363
Improve exception message when Configuration.set() is called with a null key or value,HADOOP-8362
Avoid out-of-memory problems when deserializing strings,HADOOP-8361
empty-configuration.xml fails xml validation,HADOOP-8360
Clear up javadoc warnings in hadoop-common-project,HADOOP-8359
Config-related WARN for dfs.web.ugi can be avoided.,HADOOP-8358
Restore security in Hadoop 0.22 branch,HADOOP-8357
FileSystem service loading mechanism should print the FileSystem impl it is failing to load,HADOOP-8356
SPNEGO filter throws/logs exception when authentication fails,HADOOP-8355
test-patch findbugs may fail if a dependent module is changed,HADOOP-8354
hadoop-daemon.sh and yarn-daemon.sh can be misleading on stop,HADOOP-8353
We should always generate a new configure script for the c++ code,HADOOP-8352
Improve NetUtils.getInputStream to return a stream which has a tunable timeout,HADOOP-8350
ViewFS doesn't work when the root of a file system is mounted,HADOOP-8349
Server$Listener.getAddress(..) may throw NullPointerException,HADOOP-8348
Hadoop Common logs misspell 'successful',HADOOP-8347
Changes to support Kerberos with non Sun JVM (HADOOP-6941) broke SPNEGO,HADOOP-8346
HttpServer adds SPNEGO filter mapping but does not register the SPNEGO filter,HADOOP-8345
Improve test-patch to make it easier to find javadoc warnings,HADOOP-8344
Allow configuration of authorization for JmxJsonServlet and MetricsServlet,HADOOP-8343
HDFS command fails with exception following merge of HADOOP-8325,HADOOP-8342
Fix or filter findbugs issues in hadoop-tools,HADOOP-8341
SNAPSHOT build versions should compare as less than their eventual final release,HADOOP-8340
jenkins complaining about 16 javadoc warnings ,HADOOP-8339
Can't renew or cancel HDFS delegation tokens over secure RPC,HADOOP-8338
Clarify the usage documentation for fetchdt,HADOOP-8337
LocalFileSystem Does not seek to the correct location when Checksumming is off.,HADOOP-8336
Improve Configuration's address handling,HADOOP-8335
HttpServer sometimes returns incorrect port,HADOOP-8334
src/contrib/fuse-dfs build fails on non-Sun JVM environments,HADOOP-8333
Created patch that adds oracle support to DBInputFormat and solves a splitting duplication problem introduced with my last patch.,HADOOP-8331
TestSequenceFile.testCreateUsesFsArg() is broken,HADOOP-8330
Build fails with Java 7,HADOOP-8329
Duplicate FileSystem Statistics object for 'file' scheme,HADOOP-8328
distcpv2 and distcpv1 jars should not coexist,HADOOP-8327
test-patch can leak processes in some cases,HADOOP-8326
Add a ShutdownHookManager to be used by different components instead of the JVM shutdownhook,HADOOP-8325
Improve tests for Text.clear(),HADOOP-8324
Revert HADOOP-7940 and improve javadocs and test for Text.clear(),HADOOP-8323
Log entry for successful auth has misspelling,HADOOP-8322
TestUrlStreamHandler fails,HADOOP-8321
FileSystem#checkPath and AbstractFileSystem#checkPath should share code,HADOOP-8320
FileContext does not support setWriteChecksum,HADOOP-8319
Test Issue,HADOOP-8318
Update maven-assembly-plugin to 2.3 - fix build on FreeBSD,HADOOP-8317
Audit logging should be disabled by default,HADOOP-8316
Support SASL-authenticated ZooKeeper in ActiveStandbyElector,HADOOP-8315
HttpServer#hasAdminAccess should return false if authorization is enabled but user is not authenticated,HADOOP-8314
Add the ability for MetricsRegistry to remove metrics,HADOOP-8313
testpatch.sh should provide a simpler way to see which warnings changed,HADOOP-8312
FSInputStream's positioned read fails to check seek,HADOOP-8311
FileContext#checkPath should handle URIs with no port,HADOOP-8310
Pseudo & Kerberos AuthenticationHandler should use getType() to create token,HADOOP-8309
Support cross-project Jenkins builds,HADOOP-8308
The task-controller is not packaged in the tarball,HADOOP-8307
ZKFC: improve error message when ZK is not running,HADOOP-8306
distcp over viewfs is broken,HADOOP-8305
DNSToSwitchMapping should add interface to resolve individual host besides a list of host,HADOOP-8304
Clean up hadoop-streaming,HADOOP-8303
Clean up hadoop-rumen,HADOOP-8302
Common (hadoop-tools) side of MAPREDUCE-4172,HADOOP-8301
ViewFileSystem link slash mount point crashes with IndexOutOfBoundsException,HADOOP-8299
ViewFs merge mounts ,HADOOP-8298
Writable javadocs don't carry default constructor,HADOOP-8297
hadoop/yarn daemonlog usage wrong ,HADOOP-8296
ToolRunner.confirmPrompt spins if stdin goes away,HADOOP-8295
IPC Connection becomes unusable even if server address was temporarilly unresolvable,HADOOP-8294
The native library's Makefile.am doesn't include JNI path,HADOOP-8293
TableMapping does not refresh when topology is updated,HADOOP-8292
jenkins: include support for binary patches,HADOOP-8291
"Remove two remaining references to ""hadoop.native.lib"" oldprop",HADOOP-8290
Hadoop Common project build failure in cygwin ,HADOOP-8289
Remove references of mapred.child.ulimit etc. since they are not being used any more,HADOOP-8288
etc/hadoop is missing hadoop-env.sh,HADOOP-8287
Simplify getting a socket address from conf,HADOOP-8286
Use ProtoBuf for RpcPayLoadHeader,HADOOP-8285
"clover integration broken, also mapreduce poms are pulling in clover as a dependency",HADOOP-8284
Allow tests to control token service value,HADOOP-8283
start-all.sh refers incorrectly start-dfs.sh existence for starting start-yarn.sh,HADOOP-8282
Job can not be finished,HADOOP-8281
" Move VersionUtil/TestVersionUtil and GenericTestUtils from HDFS into Common.",HADOOP-8280
Auto-HA: Allow manual failover to be invoked from zkfc.,HADOOP-8279
Make sure components declare correct set of dependencies,HADOOP-8278
Auto-HA: add basic HTTP interface to ZKFC,HADOOP-8277
Auto-HA: add config for java options to pass to zkfc daemon,HADOOP-8276
Range check DelegationKey length ,HADOOP-8275
"In pseudo or cluster model under Cygwin, tasktracker can not create a new job because of symlink problem.",HADOOP-8274
Update url for commons daemon ppc64 binary tarball,HADOOP-8273
BytesWritable length problem,HADOOP-8272
hadoop-daemon.sh stop action should return 0 for an already stopped service ,HADOOP-8270
Fix some javadoc warnings on branch-1,HADOOP-8269
A few pom.xml across Hadoop project may fail XML validation,HADOOP-8268
Supporting unzip and untar in hadoop shell ,HADOOP-8267
Backport LZ4 compression,HADOOP-8266
Remove irritating double double quotes in front of hostname ,HADOOP-8264
Stringification of IPC calls not useful,HADOOP-8263
"Between mapper and reducer, Hadoop inserts spaces into my string",HADOOP-8262
Har file system doesn't deal with FS URIs with a host but no port,HADOOP-8261
Auto-HA: Replace ClientBaseWithFixes with our own modified copy of the class,HADOOP-8260
Auto-HA: Replace ClientBaseWithFixes with our own modified copy of the class,HADOOP-8259
Add interfaces for compression codecs to use direct byte buffers,HADOOP-8258
Auto-HA: TestZKFailoverControllerStress occasionally fails with Mockito error,HADOOP-8257
Compilation error in ViewFileSystem.java,HADOOP-8256
add hadoop-tools to the classpath,HADOOP-8255
Log message is same for two different conditions in BlockTokenSecretManager#checkAccess(),HADOOP-8254
SecurityUtil.fetchServiceTicket broken after HADOOP-6941,HADOOP-8251
Investigate uses of FileUtil and functional correctness based on current use cases,HADOOP-8250
invalid hadoop-auth cookies should trigger authentication if info is avail before returning HTTP 401,HADOOP-8249
Clarify bylaws about review-then-commit policy,HADOOP-8248
"Auto-HA: add a config to enable auto-HA, which disables manual FC",HADOOP-8247
Auto-HA: automatically scope znode by nameservice ID,HADOOP-8246
Fix flakiness in TestZKFailoverController,HADOOP-8245
Improve comments on ByteBufferReadable.read,HADOOP-8244
Security support broken in CLI (manual) failover controller,HADOOP-8243
AbstractDelegationTokenIdentifier: add getter methods for owner and realuser,HADOOP-8242
Building package fails under Windows,HADOOP-8241
Allow users to specify a checksum type on create(),HADOOP-8240
Extend MD5MD5CRC32FileChecksum to show the actual checksum type being used,HADOOP-8239
NetUtils#getHostNameOfIP blows up if given ip:port string w/o port,HADOOP-8238
haadmin should have configurable timeouts for failover commands,HADOOP-8236
Support file permissions and ownership on Windows for RawLocalFileSystem,HADOOP-8235
Enable user group mappings on Windows,HADOOP-8234
Turn CRC checking off for 0 byte size and differing blocksizes,HADOOP-8233
Provide a command line entry point to view/test topology options,HADOOP-8232
Make topologies easier to set up and debug,HADOOP-8231
Enable sync by default and disable append,HADOOP-8230
DistCp doesn't handle non-existent paths correctly,HADOOP-8229
Auto HA: Refactor tests and add stress tests,HADOOP-8228
Allow RPC to limit ephemeral port range.,HADOOP-8227
a few native libraries are missing from a full build and binary tarball,HADOOP-8226
DistCp fails when invoked by Oozie,HADOOP-8225
Don't hardcode hdfs.audit.logger in the scripts,HADOOP-8224
Initial patch for branch-1-win,HADOOP-8223
bin/hadoop should allow callers to set jsvc pidfile even when not-detached,HADOOP-8222
ZKFailoverController doesn't handle failure to become active correctly,HADOOP-8220
TestZKFailoverController fails,HADOOP-8219
RPC.closeProxy shouldn't throw error when closing a mock,HADOOP-8218
Edge case split-brain race in ZK-based auto-failover,HADOOP-8217
address log4j.properties inconsistencies btw main and template dirs,HADOOP-8216
Security support for ZK Failover controller,HADOOP-8215
make hadoop script recognize a full set of deprecated commands,HADOOP-8214
TestGetBlocks is asserting on a wrong string,HADOOP-8213
Improve ActiveStandbyElector's behavior when session expires,HADOOP-8212
Update commons-net version to 3.1,HADOOP-8211
Common side of HDFS-3148,HADOOP-8210
Add option to relax build-version check for branch-1,HADOOP-8209
Disallow self failover,HADOOP-8208
createproxy() in TestHealthMonitor is throwing NPE,HADOOP-8207
Common portion of ZK-based failover controller,HADOOP-8206
Potential design improvements for ActiveStandbyElector API,HADOOP-8205
TestHealthMonitor fails occasionally ,HADOOP-8204
stopproxy() is not closing the proxies correctly,HADOOP-8202
create the configure script for native compilation as part of the build,HADOOP-8201
Remove HADOOP_[JOBTRACKER|TASKTRACKER]_OPTS ,HADOOP-8200
Fix issues in start-all.sh and stop-all.sh,HADOOP-8199
Support multiple network interfaces,HADOOP-8198
Configuration logs WARNs on every use of a deprecated key,HADOOP-8197
avoid linker's stripping of dead code from interfering with configure's library name resolution,HADOOP-8196
Backport FileContext to branch-1,HADOOP-8195
viewfs: quota command does not report remaining quotas,HADOOP-8194
"Refactor FailoverController/HAAdmin code to add an abstract class for ""target"" services",HADOOP-8193
Fix unit test failures with IBM's JDK,HADOOP-8192
SshFenceByTcpPort uses netcat incorrectly,HADOOP-8191
Eclipse plugin fails to access remote cluster,HADOOP-8190
LdapGroupsMapping shouldn't throw away IOException,HADOOP-8189
"Fix the build process to do with jsvc, with IBM's JDK as the underlying jdk",HADOOP-8188
Improve the discovery of the jvm library during the build process,HADOOP-8187
update google analytics,HADOOP-8186
Update namenode -format documentation and add -nonInteractive and -force,HADOOP-8185
ProtoBuf RPC engine does not need it own reply packet - it can use the IPC layer reply packet.,HADOOP-8184
"Stop using ""mapred.used.genericoptionsparser"" to avoid unnecessary warnings",HADOOP-8183
hadoop-setup-single-node.sh from DEB fails with chown permission error on Ubuntu 11.10,HADOOP-8182
Review trunk and v0.23 build specs for HADOOP-8037 and HADOOP-8090,HADOOP-8181
Remove hsqldb since its not needed from pom.xml,HADOOP-8180
risk of NPE in CopyCommands processArguments(),HADOOP-8179
"Error Queue ""default"" does not exist when using : capacity scheduler",HADOOP-8178
MBeans shouldn't try to register when it fails to create MBeanName,HADOOP-8177
Disambiguate the destination of FsShell copies,HADOOP-8176
Add mkdir -p flag,HADOOP-8175
Remove confusing comment in Path#isAbsolute(),HADOOP-8174
FsShell needs to handle quoted metachars,HADOOP-8173
Configuration no longer sets all keys in a deprecated key list.,HADOOP-8172
LdapGroupsMapping should support a configurable search limit,HADOOP-8170
javadoc generation fails with java.lang.OutOfMemoryError: Java heap space,HADOOP-8169
empty-string owners or groups causes {{MissingFormatWidthException}} in o.a.h.fs.shell.Ls.ProcessPath(),HADOOP-8168
Configuration deprecation logic breaks backwards compatibility,HADOOP-8167
Remove JDK 1.5 dependency from building forrest docs,HADOOP-8166
Code contribution of GlusterFS implementation of Hadoop FileSystem Interface,HADOOP-8165
Handle paths using back slash as path separator for windows only,HADOOP-8164
Improve ActiveStandbyElector to provide hooks for fencing old active,HADOOP-8163
Hadoop 1.0 has duplicate and conflicting conf directories,HADOOP-8162
Support for Azure Storage,HADOOP-8161
"HardLink.getLinkCount() is getting stuck in eclipse ( Cygwin) for long file names, due to MS-Dos style Path.",HADOOP-8160
NetworkTopology: getLeaf should check for invalid topologies,HADOOP-8159
Interrupting hadoop fs -put from the command line causes a LeaseExpiredException,HADOOP-8158
TestRPCCallBenchmark#testBenchmarkWithWritable fails with RTE,HADOOP-8157
Remove ability to specify a custom nameserver for an interface in DNS.java,HADOOP-8156
Use enum for shell exit codes,HADOOP-8155
DNS#getIPs shouldn't silently return the local host IP for bogus interface names,HADOOP-8154
Expand public APIs for security library classes,HADOOP-8152
Error handling in snappy decompressor throws invalid exceptions,HADOOP-8151
23 release docs links are broken for MR and HDFS ,HADOOP-8150
cap space usage of default log4j rolling policy ,HADOOP-8149
Zero-copy ByteBuffer-based compressor / decompressor API,HADOOP-8148
test-patch should run tests with -fn to avoid masking test failures,HADOOP-8147
FsShell commands cannot be interrupted,HADOOP-8146
Automate testing of LdapGroupsMapping against ApacheDS,HADOOP-8145
pseudoSortByDistance in NetworkTopology doesn't work properly if no local node and first node is local rack node,HADOOP-8144
Change distcp to have -pb on by default,HADOOP-8143
Update versions from 0.23.2 to 0.23.3,HADOOP-8142
Add method to init krb5 cipher suites,HADOOP-8141
dfs -getmerge  should process its argments better ,HADOOP-8140
Path does not allow metachars to be escaped,HADOOP-8139
Site side links for commands manual (MAPREDUCE-3497),HADOOP-8137
Enhance hadoop to use a newer version (0.8.1) of the jets3t library,HADOOP-8136
Add ByteBufferReadable interface to FSDataInputStream,HADOOP-8135
DNS claims to return a hostname but returns a PTR record in some cases,HADOOP-8134
upgrade commons-daemon.version in hadoop-project/pom.xml from 1.0.3 to 1.0.5 to avoid jsvc / libcap.so linking problem,HADOOP-8133
64bit secure datanodes do not start as the jsvc path is wrong,HADOOP-8132
FsShell put doesn't correctly handle a non-existent dir,HADOOP-8131
FileContext.mkdir(..) causes a loss of setgid permission of directory created,HADOOP-8130
ViewFileSystemTestSetup setupForViewFileSystem is erring when the user's home directory is somewhere other than /home (eg. /User) etc.,HADOOP-8129
Upgrade commons-net,HADOOP-8128
FTPFileSystem is broken when a file is modified on 02/29,HADOOP-8127
[Coprocessors] Add hooks for bulk loading actions,HADOOP-8126
make hadoop-client set of curated jars available in a distribution tarball,HADOOP-8125
Remove the deprecated Syncable.sync() method,HADOOP-8124
hadoop-project invalid pom warnings prevent transitive dependency resolution,HADOOP-8123
Build should fail when compilation .proto files fail,HADOOP-8122
Active Directory Group Mapping Service,HADOOP-8121
Refactor IPC client and server so shared parts in separate class,HADOOP-8120
Fix javac warnings in TestAuthenticationFilter,HADOOP-8119
Print the stack trace of InstanceAlreadyExistsException in trace level,HADOOP-8118
Upgrade test build to Surefire 2.12,HADOOP-8117
HA: RetriableCommand is using RetryPolicy incorrectly after HADOOP-7896,HADOOP-8116
configuration entry in core-site.xml gets silently ignored,HADOOP-8115
"Init scripts in 1.0.0/1.0.1 .deb distribution appear to rely on $USER in an unhealthy way - breaks status functionality, inconsistency between manual and automatic service startups",HADOOP-8114
"Correction to BUILDING.txt: HDFS needs ProtocolBuffer, too (not just MapReduce)",HADOOP-8113
Add new test class to org.apache.hadoop.ipc.Client,HADOOP-8112
cannot see userlogs from the web,HADOOP-8111
TestViewFsTrash occasionally fails,HADOOP-8110
"Using the default rpms of hadoop,  /usr/etc/hadoop symlink gets removed on upgrade",HADOOP-8109
move method getHostPortString() from NameNode to NetUtils,HADOOP-8108
hadoop-config.sh script defaults to /usr/etc/hadoop rather than /etc/hadoop for the default location of the conf dir,HADOOP-8106
FilterFileSystem should delegate initialize rather than use super,HADOOP-8105
Inconsistent Jackson versions,HADOOP-8104
Hadoop-bin commands for windows,HADOOP-8103
General Util  Changes for Hadoop for Windows,HADOOP-8102
Access Control support for Non-secure deployment of Hadoop on Windows,HADOOP-8101
share web server information for http filters,HADOOP-8100
KerberosAuthenticatorHandler should use _HOST replacement to resolve principal name,HADOOP-8098
TestRPCCallBenchmark failing w/ port in use -handling badly,HADOOP-8097
add single point where System.exit() is called for better handling in containers,HADOOP-8096
-libjars option does not accept multiple jar files,HADOOP-8095
Make maven-eclipse-plugin use the spring project nature,HADOOP-8094
HadoopRpcRequestProto should not be serialize twice,HADOOP-8093
Hadoop DataNode cannot start up in Pseudo-Distributed mode using start-all.sh if it is run as root,HADOOP-8092
Add a topology mapper that reads hostname to rack mappings from a Java properties file,HADOOP-8091
rename hadoop 64 bit rpm/deb package name,HADOOP-8090
cannot submit job from Eclipse plugin running on Windows,HADOOP-8089
User-group mapping cache incorrectly does negative caching on transient failures,HADOOP-8088
"Paths that start with a double slash cause ""No filesystem for scheme: null"" errors",HADOOP-8087
"KerberosName silently sets defaultRealm to """" if the Kerberos config is not found, it should log a WARN",HADOOP-8086
Add RPC metrics to ProtobufRpcEngine,HADOOP-8085
Protobuf RPC engine can be optimized to not do copying for the RPC request/response,HADOOP-8084
javadoc generation for some modules is not done under target/,HADOOP-8083
add hadoop-client and hadoop-minicluster to the dependency-management section,HADOOP-8082
HOD Should Be Less Restrictive Over Options Passed To Resource Manager,HADOOP-8081
