content,key
"I'm using a dataTable with sortheader. Everything is fine as long as I
use outputText instead of a inputText. If I use inputText, the
List/array is sorted correct on the srever side when my value binding is invkoked by the datatable, but the old model (unsorted) is displayed.

I debuged that a bit and recognized, that as soon as I click any command button, the sorted list gets displayed correctly. This is because refresh() is called in the datatable when clicking a commandButton. Refresh isn't called when u click on the sort header command. On the other hand using outputText works fine. While looking at the HtmlDataTableHack class i found

 private static int restoreDescendantComponentStates(UIComponent component,
                                                        EditableValueHolderState[] states,
                                                        EditableValueHolderState[] initialStates,
                                                        int counter, int level)
    {
        for (Iterator it=getChildrenAndOptionalFacetsIterator(level, component); it.hasNext();)
        {
            UIComponent child = (UIComponent)it.next();
            //clear this descendant's clientId:
            child.setId(child.getId()); //HACK: This assumes that setId always clears the cached clientId. Can we be sure?
            if (child instanceof EditableValueHolder)
            {
                if (states != null)
                {
                    states[counter].restore((EditableValueHolder)child);
                }
                else if (initialStates != null)
                {
                    initialStates[counter].restore((EditableValueHolder)child);
                }
                else
                {
                    // No state saved yet and no initial state !?
                    // Should never be possible, but let's reset the component
                    // state to null values
                    ((EditableValueHolder)child).setValue(null);
                    ((EditableValueHolder)child).setLocalValueSet(false);
                    ((EditableValueHolder)child).setValid(true);
                    ((EditableValueHolder)child).setSubmittedValue(null);
                }
                counter++;
            }
            counter = restoreDescendantComponentStates(child, states, initialStates, counter,level+1);
        }
        return counter;
    }

Not sure, but it seems that this codes cuases the old model state to be rendered and not the newly sorted one. If I have time, I will track it down a bit more.


You can simply reproduce this by changing the sortTable example. You
only need to change outputText into inputText.",MYFACES-228
"I am trying to use JSCookMenu component in my JavaServer Faces
application. I see no way to send a request parameter using
this component. When I use this component I use the <x:jscookMenu> tag and under it as many <x:navigationMenuItem> tags as I need menu items. However some of the attributes in this tag are ignored by the rendered. For instance, the value stored in itemValue attribute even though it is available under the tag <x:navigationMenuItem>, there is no way to convey that value, the javascript menu rendered ignores it. ",MYFACES-227
"LoadBundleTag calls ResourceBundle.getBundle(basename, locale) without reference to the classloader.

If the JSF tags are loaded as part of a container level tag library then you will get an error such as:
18:03:19,591 WARN  [VariableResolverImpl] Variable 'bundle' could not be resolved.

Container level tag liberaries are mentioned in the JSP 2.0 spec section 7.3.5.

To fix this, the context class loader should be passed to the getBundle() method:

ResourceBundle.getBundle(basename, locale, Thread.currentThread().getContextClassLoader());",MYFACES-226
"When I submit the form I get an ArrayIndexOutOfBoundsException. My guess the problem is that the <x:inputText id=""someInputText"" required=""true""/> doesn't render an unique Id.

== dataTable.jsp ==

<%@ taglib uri=""http://java.sun.com/jsf/html"" prefix=""h""%>
<%@ taglib uri=""http://java.sun.com/jsf/core"" prefix=""f""%>
<%@ taglib uri=""http://myfaces.apache.org/extensions"" prefix=""x""%>

<f:view>
<html>
<head>
</head>
<body>
  <h:form id=""someForm"">
    <x:dataTable id=""someTable"" var=""item"" value=""#{applicationBean.someItems}"">
      <h:column>
        <h:outputText id=""someOutputText"" value=""#{item}"" />
        <x:inputText id=""someInputText"" required=""true""/>
        <h:message for=""someInputText"" />
      </h:column>
    </x:dataTable>
    <h:commandButton value=""submit"" action=""#""/>
  </h:form>
</body>
</html>  
</f:view>

== ApplicationBean.java ==

public List getSomeItems()
{
    ArrayList list = new ArrayList(3);
    list.add(""text1"");
    list.add(""text2"");
    list.add(""text3"");
    return list;
}

== Exception stracktrace ==

java.lang.ArrayIndexOutOfBoundsException: 4
	at org.apache.myfaces.component.html.ext.HtmlDataTableHack.refreshDescendantDataStates(HtmlDataTableHack.java:174)
	at org.apache.myfaces.component.html.ext.HtmlDataTableHack.saveDescendantComponentStates(HtmlDataTableHack.java:147)
	at org.apache.myfaces.component.html.ext.HtmlDataTableHack.setRowIndex(HtmlDataTableHack.java:71)
	at org.apache.myfaces.component.html.ext.HtmlDataTable.setRowIndex(HtmlDataTable.java:186)
	at javax.faces.component.UIData.iterate(UIData.java:989)
	at javax.faces.component.UIData.processDecodes(UIData.java:737)
	at org.apache.myfaces.component.html.ext.HtmlDataTable.processDecodes(HtmlDataTable.java:202)
	at javax.faces.component.UIForm.processDecodes(UIForm.java:144)
	at javax.faces.component.UIComponentBase.processDecodes(UIComponentBase.java:880)
	at javax.faces.component.UIViewRoot.processDecodes(UIViewRoot.java:306)

",MYFACES-225
"The x:commandSortHeader is not working if nested inside of x:columns (which is nested in x:dataTable)

my code is like this:

<x:dataTable id=""data"" value=""#{manager.sortList.dataObjectsToSort}"" var=""b"" rows=""4""
                   sortColumn=""#{manager.sortList.sort}"" sortAscending=""#{manager.sortList.ascending}""
                    preserveSort=""true"" preserveDataModel=""true"">   
                          
                    <x:columns value=""#{manager.headerStrings}"" var=""column"">
                        <f:facet name=""header"">  
                            <h:panelGroup>
                                <h:selectBooleanCheckbox />
                                <x:commandSortHeader columnName=""#{column}"" arrow=""true"">
                                    <h:outputText value=""#{column}"" />
                                </x:commandSortHeader> 
                            </h:panelGroup>
                        </f:facet>
                        <h:outputText value=""#{b[column]}"" />
                    </x:columns>
</x:dataTable>


in case I use a component-binding for the x:dataTable to generate a corresponding table in a bean, everything works fine.              

I believe this is, because the x:columns-tag assigns to every childcomponent of type commandSortHeader the same id.",MYFACES-224
"Hello,
I'm developing a lot of little applications using myfaces.
It would be very useful to have the possibility to share globally over tomcat (e.g. in the shared/lib dir) the myfaces jar so I don't have to deploy 1.5Mb of jars for every 50K web application.

Thanks,
Alex",MYFACES-223
"I'm using UIColumns (myfaces-1.0.9), and I've hit what appears to be a bug.
I can initialize my page, and then update my page, but I get an
IllegalArgumentException(""row is unavailable"") exception when the page
is being rendered (but after all of the actions for that page have
been processed).

The problem appears to be in here:

HtmlTableRendererBase.encodeChildren() contains:

                           columns.setRowIndex(k);
                           String columnStyle = styles.getColumnStyle(j);
                           renderColumnBody(facesContext, writer,
uiData, child, columnStyle);

k starts out as 0.  renderColumnBody() eventually calls

       UIColumns(UIData).isAllChildrenAndFacetsValid() line: 646
       UIColumns(UIData).encodeBegin(FacesContext) line: 594
       RendererUtils.renderChild(FacesContext, UIComponent) line: 482
       HtmlTableRenderer(HtmlTableRendererBase).renderColumnBody(FacesContext,
ResponseWriter, UIData, UIComponent, String) line: 205

and isAllChildrenAndFacetsValid cycles through the rowIndexes, and
ends up setting it to -1.

And then sometime later my own code gets called via

       HtmlSelectBooleanCheckbox(UIOutput).getValue() line: 75
       RendererUtils.getBooleanValue(UIComponent) line: 213
       HtmlCheckboxRenderer(HtmlCheckboxRendererBase).encodeEnd(FacesContext,
UIComponent) line: 94
       HtmlSelectBooleanCheckbox(UIComponentBase).encodeEnd(FacesContext) line: 341
       RendererUtils.renderChild(FacesContext, UIComponent) line: 491
       RendererUtils.renderChildren(FacesContext, UIComponent) line: 468
       RendererUtils.renderChild(FacesContext, UIComponent) line: 489
       HtmlTableRenderer(HtmlTableRendererBase).renderColumnBody(FacesContext,
ResponseWriter, UIData, UIComponent, String) line: 205

but by this point, the rowIndex is -1 rather than the original 0 value
it should have been.

I ""fixed"" this in a 2005-04-29 CVS checkout with the following patch.
However, I don't claim to know if this will break something else.


Index: UIColumns.java
===================================================================
RCS file: /home/cvspublic/incubator-myfaces/src/share/org/apache/myfaces/component/UIColumns.java,v
retrieving revision 1.1
diff -u -r1.1 UIColumns.java
--- UIColumns.java	29 Mar 2005 11:40:50 -0000	1.1
+++ UIColumns.java	29 Apr 2005 22:27:45 -0000
@@ -15,7 +15,10 @@
  */
 package org.apache.myfaces.component;
 
+import java.io.IOException;
 import javax.faces.component.UIData;
+import javax.faces.context.FacesContext;
 
 /**
  * @author Mathias Broekelmann (latest modification by $Author: matzew $)
@@ -53,4 +56,18 @@
   {
     return COMPONENT_FAMILY;
   }
+  
+	public void encodeBegin(FacesContext context) throws IOException
+	{
+		int savedRowIndex = getRowIndex();
+		super.encodeBegin(context);
+		setRowIndex(savedRowIndex);
+	}
+
+	public void encodeEnd(FacesContext context) throws IOException
+	{
+		int savedRowIndex = getRowIndex();
+		super.encodeEnd(context);
+		setRowIndex(savedRowIndex);
+	}
 }
",MYFACES-222
"The AccessKey attribute is missing for the SelectOneMenuTag, It's also not in the TLD.",MYFACES-221
The tiles definition can have a controllerClass or controllerUrl which should be executed prior to rendering the tile when going through the JspTilesViewHandler.  This is not happening.  I'll attach a patch which we are using to accomplish this.,MYFACES-220
"The HtmlCommandJSCookMenu component renders its own html-form called linkDummyForm. If it is embedded into another form the other form (including its children) will never be decoded because its submitted-property is set to false in UIForm.decode().

It should be possible to control wether the HtmlCommandJSCookMenu component should render its own form or should be part of an existing form.

In my application I developed a solution for this problem.

1. The HtmlJSCookMenuTag needs a new property, which holds the id of the form which is the parent of this tag. I called it formId. This new property has to be added in HtmlJSCookMenuTag.setProperties().

2. The HtmlCommandJSCookMenu component needs the formId property, described in step 1, aswell. And it has to be added to saveState() and restoreState()

3. The HtmlJSCookMenuRenderer has to read the formId of its component. 

3.1 If it is not set everything stays as it is in the moment. That means: DummyFormResponseWriter.writeDummyForm is set to true, which causes the writer to append a linkDummyForm at the end of the rendered html page.

3.2 If it is set writeDummyForm of DummyFormResponseWriter is set to false. Instead of rendering a form (called linkDummyForm) at the end of the rendered html page, there are only two input-fields, which will be rendered within HtmlJSCookMenuRenderer.encodeChildren(): jscook_action, which holds the choosed actionstring from the menu (in the moment it is rendered as part of the linkDummyForm only) and a new field named jscook_form_id which gets the formId of the HtmlCommandJSCookMenu component.

4. The cmItemMouseUp function within the JavaScript library named JSCookMenu.js needs to read the jscook_form_id field, rendered previously in step 3.2 like this:
-------begin code--------------------------------------------
var formId = null;
var dummyForm = null;
var inputFormIds = document.getElementsByName('jscook_form_id');
if (inputFormIds.length > 0) {
  formId = inputFormIds[0].value;
  dummyForm = document.forms[formId];
} else {
  dummyForm = document.forms['linkDummyForm'];
}
	
dummyForm.elements['jscook_action'].value = link;
dummyForm.submit();
------------end code-------------------------

5. Moreover it is needed to configure the immediate attribute of the component in the HtmlJSCookMenuTag. In the moment it is hardcoded in HtmlCommandJSCookMenu. There exists another issue here in the database concerning this point.",MYFACES-219
